MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
RI,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
CT,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
MA,1
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
NY,2
PA,2
PA,2
PA,2
PA,2
PA,2
PA,2
PA,2
PA,2
PA,2
PA,2
PA,2
PA,2
PA,2
PA,2
